Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz,Bp,Bt,UVl,UVi,R,G,B,Vl,Il,LUX,T,P,BAlt,H:M:S.ms,DD/MM/20YY,Fix,FixQ,Lat,Long,LatD,LongD,Speed,Angle,GAlt,Sats
-1.80,-4.55,8.67,26.64,8.64,-28.67,0.22,-0.04,-0.19,1006.79,19.10,669,18.70,65535,65535,65535,65535,65535,0.00,19.08,1006.97,1229.84,0:22:50.799,6/1/2080,0,0,,,,,,,,,
-1.49,-4.59,8.79,24.73,8.09,-30.51,0.20,-0.07,0.24,1006.75,19.00,674,18.90,65535,65535,65535,65535,65535,0.00,19.08,1006.95,1229.83,0:22:51.799,6/1/2080,0,0,,,,,,,,,
-1.53,-4.67,8.87,24.82,8.18,-30.41,0.07,0.04,-0.06,1006.72,19.10,675,18.94,65535,65535,65535,65535,65535,0.00,19.08,1006.94,1229.82,0:22:52.799,6/1/2080,0,0,,,,,,,,,
-1.69,-4.71,8.67,25.27,8.09,-30.41,0.16,-0.00,0.01,1006.74,19.10,675,18.94,65535,65535,65535,65535,65535,0.00,19.09,1006.97,1229.85,0:22:53.799,6/1/2080,0,0,,,,,,,,,
-1.73,-4.51,8.87,25.00,7.73,-30.61,0.18,-0.03,-0.02,1006.81,19.10,675,18.94,65535,65535,65535,65535,65535,0.00,19.09,1003.56,1225.68,0:22:54.799,6/1/2080,0,0,,,,,,,,,
-1.41,-4.98,8.51,24.82,10.00,-29.90,0.11,-0.04,0.09,1006.94,19.10,675,18.94,65535,65535,65535,65535,65535,0.00,19.08,1003.53,1225.64,0:22:55.799,6/1/2080,0,0,,,,,,,,,
-1.37,-4.75,8.90,24.36,9.09,-30.71,0.16,0.01,-0.00,1007.02,19.10,674,18.90,65535,65535,65535,65535,65535,0.00,19.14,1003.80,1225.98,0:22:56.799,6/1/2080,0,0,,,,,,,,,
-1.49,-4.98,8.67,24.55,9.45,-30.71,0.15,-0.00,-0.02,1003.59,19.10,675,18.94,65535,65535,65535,65535,65535,0.00,19.08,1003.53,1225.65,0:22:57.799,6/1/2080,0,0,,,,,,,,,
-1.57,-4.79,8.94,24.45,9.00,-30.92,0.18,-0.01,0.01,1003.61,19.10,675,18.94,65535,65535,65535,65535,65535,0.00,19.08,1003.54,1225.66,0:22:58.799,6/1/2080,0,0,,,,,,,,,
-1.33,-5.14,8.59,24.45,9.55,-30.61,0.17,-0.05,0.04,1003.49,19.10,675,18.94,65535,65535,65535,65535,65535,0.00,19.13,1003.64,1225.77,0:22:59.799,6/1/2080,0,0,,,,,,,,,
-1.45,-4.79,8.87,24.64,9.27,-30.92,0.16,0.01,0.00,1003.62,19.20,674,18.90,65535,65535,65535,65535,65535,0.00,19.19,1003.70,1225.85,0:23:1.799,6/1/2080,0,0,,,,,,,,,
-1.45,-4.79,8.83,24.55,9.00,-30.41,0.18,-0.00,0.02,1003.68,19.20,675,18.94,65535,65535,65535,65535,65535,0.00,19.19,1003.73,1225.89,0:23:2.799,6/1/2080,0,0,,,,,,,,,
-1.45,-4.75,8.75,24.55,9.00,-30.82,0.17,-0.00,0.00,1003.60,19.20,675,18.94,65535,65535,65535,65535,65535,0.00,19.19,1003.58,1225.70,0:23:3.799,6/1/2080,0,0,,,,,,,,,
-1.37,-4.79,8.75,24.64,9.00,-30.61,0.16,-0.01,-0.00,1003.48,19.20,670,18.74,62750,46050,49221,65535,65535,0.00,19.22,1003.64,1225.78,0:23:4.799,6/1/2080,0,0,,,,,,,,,
-1.45,-4.71,8.87,24.45,8.36,-30.71,0.19,-0.01,0.00,1003.69,19.20,675,18.94,65535,65535,65535,65535,65535,0.00,19.21,1003.61,1225.75,0:23:5.799,6/1/2080,0,0,,,,,,,,,
-1.49,-4.67,8.43,24.55,8.73,-30.61,0.15,0.04,-0.02,1003.60,19.20,675,18.94,65535,65535,65535,65535,65535,0.00,19.23,1003.67,1225.81,0:23:6.799,6/1/2080,0,0,,,,,,,,,
-1.41,-4.67,8.90,24.55,8.27,-31.02,0.18,0.01,-0.00,1003.57,19.30,675,18.94,65535,65535,65535,65535,65535,0.00,19.23,1003.59,1225.72,0:23:7.799,6/1/2080,0,0,,,,,,,,,
-1.41,-4.82,8.87,24.45,8.64,-30.92,0.17,-0.01,0.00,1003.67,19.30,675,18.94,65535,65535,65535,65535,65535,0.00,19.26,1003.68,1225.83,0:23:8.799,6/1/2080,0,0,,,,,,,,,
-1.41,-4.71,8.75,24.45,8.55,-31.12,0.13,0.02,-0.00,1003.60,19.30,675,18.94,65535,65535,65535,65535,65535,0.00,19.29,1003.73,1225.89,0:23:9.799,6/1/2080,0,0,,,,,,,,,
-1.41,-4.71,8.63,24.27,8.91,-30.71,0.19,0.02,0.01,1003.60,19.30,675,18.94,65535,65535,65535,65535,65535,0.00,19.28,1003.70,1225.85,0:23:10.799,6/1/2080,0,0,,,,,,,,,
-1.33,-4.90,8.87,23.91,8.64,-30.92,0.18,-0.01,-0.00,1003.59,19.80,674,18.90,65535,65535,65535,65535,65535,0.00,19.27,1007.42,1230.40,0:23:12.799,6/1/2080,0,0,,,,,,,,,
-1.26,-4.79,8.87,23.55,8.82,-31.53,0.19,0.01,-0.01,1003.64,19.80,675,18.94,65535,65535,65535,65535,65535,0.00,19.30,1007.47,1230.45,0:23:13.799,6/1/2080,0,0,,,,,,,,,
-1.37,-4.67,8.90,23.73,8.36,-31.43,0.18,-0.01,0.00,1007.36,19.80,675,18.94,65535,65535,65535,65535,65535,0.00,19.81,1008.87,1232.17,0:23:14.799,6/1/2080,0,0,,,,,,,,,
-0.98,-4.98,8.32,24.27,10.45,-30.71,0.24,-0.09,-0.01,1009.03,19.80,674,18.90,65535,65535,65535,65535,65535,0.00,19.81,1008.85,1232.15,0:23:15.799,6/1/2080,0,0,,,,,,,,,
-2.16,-3.92,8.47,25.09,6.18,-30.41,0.68,0.05,0.23,1007.44,19.80,674,18.90,65535,65535,65535,65535,65535,0.00,19.81,1008.93,1232.24,0:23:16.799,6/1/2080,0,0,,,,,,,,,
-0.39,-4.31,9.73,20.91,-2.91,-34.49,0.13,-0.03,-0.05,1007.37,19.80,674,18.90,65535,65535,65535,65535,65535,0.00,19.81,1008.92,1232.23,0:23:17.799,6/1/2080,0,0,,,,,,,,,
-1.65,-3.88,8.32,21.73,3.27,-33.67,-0.12,0.81,-0.10,1007.39,19.80,675,18.94,65535,65535,65535,65535,65535,0.00,19.81,1008.87,1232.16,0:23:18.799,6/1/2080,0,0,,,,,,,,,
-2.00,-2.98,10.04,24.91,-2.36,-31.53,0.02,0.26,-0.32,1008.89,19.80,674,18.90,65535,65535,65535,65535,65535,0.00,19.81,1008.89,1232.19,0:23:19.799,6/1/2080,0,0,,,,,,,,,
-1.06,-1.84,10.32,21.91,-12.82,-31.84,-0.06,0.11,-0.61,1008.87,19.80,674,18.90,65535,65535,65535,65535,65535,0.00,19.82,1008.90,1232.21,0:23:20.799,6/1/2080,0,0,,,,,,,,,
-2.82,-2.82,9.34,28.55,-2.45,-28.57,0.14,0.11,-0.26,1008.87,19.80,674,18.90,65535,65535,65535,65535,65535,0.00,19.81,1008.86,1232.15,0:23:21.799,6/1/2080,0,0,,,,,,,,,
-3.37,-0.39,9.69,32.45,-12.55,-22.24,-0.02,-0.31,-0.35,1008.92,19.80,673,18.86,65535,65535,65535,65535,65535,0.00,19.82,1008.65,1231.90,0:23:23.799,6/1/2080,0,0,,,,,,,,,
-2.43,0.35,9.73,31.36,-11.73,-23.37,0.06,0.05,0.07,1008.87,19.80,674,18.90,65535,65535,65535,65535,65535,0.00,19.83,1008.70,1231.95,0:23:24.799,6/1/2080,0,0,,,,,,,,,
-2.94,0.00,10.08,29.82,-11.09,-25.10,0.15,0.04,0.01,1008.89,19.80,674,18.90,65535,65535,65535,65535,65535,0.00,19.81,1008.87,1232.16,0:23:25.799,6/1/2080,0,0,,,,,,,,,
-2.86,-0.04,9.81,30.36,-9.36,-25.51,0.20,-0.04,0.03,1008.88,19.80,669,18.70,65535,65535,65535,65535,65535,0.00,19.83,1008.69,1231.95,0:23:26.799,6/1/2080,0,0,,,,,,,,,
-2.71,-0.47,9.69,29.64,-9.18,-26.53,0.24,-0.10,0.24,1008.93,19.90,674,18.90,65535,65535,65535,65535,65535,0.00,19.81,1008.76,1232.03,0:23:27.799,6/1/2080,0,0,,,,,,,,,
-2.51,-0.04,9.96,29.00,-10.64,-26.33,0.17,0.02,0.02,1008.85,19.80,673,18.86,65535,65535,65535,65535,65535,0.00,19.82,1008.66,1231.91,0:23:28.799,6/1/2080,0,0,,,,,,,,,
-2.28,-0.04,10.12,28.64,-11.36,-27.04,0.13,0.02,-0.00,1008.87,19.80,673,18.86,65535,65535,65535,65535,65535,0.00,19.83,1008.90,1232.20,0:23:29.799,6/1/2080,0,0,,,,,,,,,
-1.77,-0.16,10.00,28.09,-9.64,-28.06,0.33,-0.03,0.17,1008.98,19.80,673,18.86,65535,65535,65535,65535,65535,0.00,19.83,1008.69,1231.95,0:23:30.799,6/1/2080,0,0,,,,,,,,,
-2.35,0.67,10.43,26.91,-12.18,-27.96,0.11,0.10,0.07,1008.88,19.90,674,18.90,65535,65535,65535,65535,65535,0.00,19.85,1008.93,1232.24,0:23:31.799,6/1/2080,0,0,,,,,,,,,
-2.24,-0.04,10.04,27.82,-11.82,-27.24,0.15,0.01,-0.07,1008.99,19.80,674,18.90,65535,65535,65535,65535,65535,0.00,19.83,1008.70,1231.96,0:23:32.799,6/1/2080,0,0,,,,,,,,,
-2.67,-0.39,9.81,28.73,-9.00,-27.04,0.09,0.19,0.04,1008.84,19.80,673,18.86,65535,65535,65535,65535,65535,0.00,19.83,1008.82,1232.11,0:23:34.799,6/1/2080,0,0,,,,,,,,,
-2.12,-1.06,9.65,27.00,-7.09,-29.29,0.21,0.16,0.03,1008.82,19.80,674,18.90,65535,65535,65535,65535,65535,0.00,19.81,1008.70,1231.96,0:23:35.799,6/1/2080,0,0,,,,,,,,,
-2.20,-5.77,7.77,28.55,14.91,-25.20,-0.58,-0.05,-0.14,1008.77,19.80,671,18.78,65535,65535,65535,65535,65535,0.00,19.81,1008.62,1231.86,0:23:36.799,6/1/2080,0,0,,,,,,,,,
-0.12,-1.26,9.77,23.73,-4.36,-32.55,1.34,-0.05,0.51,1008.80,19.80,672,18.82,65535,65535,65535,65535,65535,0.00,19.81,1008.73,1232.00,0:23:37.799,6/1/2080,0,0,,,,,,,,,
-1.53,0.27,10.00,24.27,-12.45,-30.00,0.13,0.21,-0.20,1008.91,19.80,673,18.86,65535,65535,65535,65535,65535,0.00,19.81,1008.64,1231.89,0:23:38.799,6/1/2080,0,0,,,,,,,,,
-1.88,1.22,9.57,27.36,-11.09,-27.65,0.18,-0.04,-0.07,1008.77,19.90,673,18.86,65535,65535,65535,65535,65535,0.00,19.87,1008.80,1232.09,0:23:39.799,6/1/2080,0,0,,,,,,,,,
-1.61,-1.33,10.28,25.36,-6.55,-30.10,0.11,0.02,-0.14,1008.64,19.90,673,18.86,65535,65535,65535,65535,65535,0.00,19.86,1008.41,1231.60,0:23:40.799,6/1/2080,0,0,,,,,,,,,
-2.39,-0.39,9.49,28.27,-4.73,-28.47,0.06,0.05,0.21,1008.63,19.90,670,18.74,65535,65535,65535,65535,65535,0.00,19.87,1008.45,1231.65,0:23:41.799,6/1/2080,0,0,,,,,,,,,
-1.73,-0.67,9.85,26.45,-4.00,-30.31,0.10,-0.01,0.17,1008.80,19.90,670,18.74,65535,65535,65535,65535,65535,0.00,19.87,1008.45,1231.65,0:23:42.799,6/1/2080,0,0,,,,,,,,,
-1.73,-1.10,9.65,27.00,-2.36,-29.59,0.11,0.04,0.07,1008.79,19.90,673,18.86,65535,65535,65535,65535,65535,0.00,19.86,1008.35,1231.53,0:23:43.799,6/1/2080,0,0,,,,,,,,,
-1.65,-0.86,10.12,26.64,-3.00,-30.00,0.11,0.05,0.04,1008.44,19.80,672,18.82,65535,65535,65535,65535,65535,0.00,19.82,1008.19,1231.33,0:23:45.799,6/1/2080,0,0,,,,,,,,,
-1.61,-0.98,9.92,27.27,-2.82,-29.49,0.16,-0.02,0.03,1008.38,19.80,673,18.86,65535,65535,65535,65535,65535,0.00,19.83,1008.20,1231.35,0:23:46.799,6/1/2080,0,0,,,,,,,,,
-1.49,-0.94,10.40,26.73,-1.73,-29.80,0.21,0.05,-0.12,1008.44,19.80,673,18.86,65535,65535,65535,65535,65535,0.00,19.83,1008.26,1231.43,0:23:47.799,6/1/2080,0,0,,,,,,,,,
-2.16,-1.22,10.08,27.91,-1.64,-28.67,0.15,-0.03,0.18,1008.14,19.90,672,18.82,65535,65535,65535,65535,65535,0.00,19.86,1008.38,1231.56,0:23:48.799,6/1/2080,0,0,,,,,,,,,
-1.80,-1.41,10.00,27.36,-1.09,-29.49,0.17,0.02,-0.01,1008.21,19.90,671,18.78,11325,7223,10901,65535,65535,0.00,19.88,1008.40,1231.59,0:23:49.799,6/1/2080,0,0,,,,,,,,,
-1.53,-1.45,9.89,27.64,-0.45,-28.98,0.16,0.02,-0.00,1008.47,19.90,668,18.66,65535,65535,65535,65535,65535,0.00,19.81,1008.19,1231.34,0:23:50.799,6/1/2080,0,0,,,,,,,,,
-1.53,-1.37,9.96,27.27,-1.09,-29.49,0.17,0.03,-0.02,1008.39,19.80,673,18.86,65535,65535,65535,65535,65535,0.00,19.81,1008.17,1231.31,0:23:51.799,6/1/2080,0,0,,,,,,,,,
-2.20,-0.82,10.43,27.09,-1.55,-29.18,0.17,-0.02,0.06,1008.34,19.80,671,18.78,65535,38195,65535,65535,65535,0.00,19.83,1007.80,1230.87,0:23:52.799,6/1/2080,0,0,,,,,,,,,
-1.80,-1.33,10.16,28.55,-1.73,-28.47,0.13,0.07,-0.14,1008.15,19.90,673,18.86,65535,65535,65535,65535,65535,0.00,19.83,1007.73,1230.77,0:23:53.799,6/1/2080,0,0,,,,,,,,,
-1.92,-1.73,10.12,24.18,-0.64,-31.94,0.20,-0.17,0.46,1008.14,19.90,673,18.86,65535,65535,65535,65535,65535,0.00,19.87,1007.85,1230.92,0:23:54.799,6/1/2080,0,0,,,,,,,,,
-0.35,-1.88,10.00,21.64,-6.27,-33.78,0.09,-0.02,-0.09,1007.77,19.90,672,18.82,65535,65535,65535,65535,65535,0.00,19.87,1007.84,1230.91,0:23:56.799,6/1/2080,0,0,,,,,,,,,
-0.86,-1.26,10.08,22.27,-6.73,-33.57,0.25,0.08,-0.08,1007.79,19.90,673,18.86,65535,65535,65535,65535,65535,0.00,19.90,1007.93,1231.01,0:23:57.799,6/1/2080,0,0,,,,,,,,,
-0.67,-1.41,10.04,22.00,-4.64,-33.78,0.15,0.03,-0.00,1007.81,19.90,673,18.86,65535,65535,65535,65535,65535,0.00,19.81,1007.69,1230.73,0:23:58.799,6/1/2080,0,0,,,,,,,,,
0.04,-1.69,9.81,21.73,-1.27,-33.98,0.22,0.04,-0.24,1007.70,19.90,672,18.82,65535,65535,65535,65535,65535,0.00,19.92,1008.01,1231.12,0:23:59.799,6/1/2080,0,0,,,,,,,,,
0.00,2.94,9.92,18.73,-18.55,-31.43,0.71,-0.10,0.04,1007.69,19.90,673,18.86,65535,65535,65535,65535,65535,0.00,19.91,1008.00,1231.11,0:24:0.799,6/1/2080,0,0,,,,,,,,,
-0.08,4.51,9.22,19.73,-27.91,-24.08,0.17,-0.00,-0.02,1007.99,19.90,674,18.90,65535,65535,65535,65535,65535,0.00,19.91,1008.00,1231.10,0:24:1.799,6/1/2080,0,0,,,,,,,,,
-0.12,4.39,9.26,20.00,-28.00,-23.78,0.17,0.01,0.01,1007.94,19.90,674,18.90,65535,65535,65535,65535,65535,0.00,19.91,1007.63,1230.66,0:24:2.799,6/1/2080,0,0,,,,,,,,,
-0.12,4.20,9.22,19.73,-27.45,-24.08,0.16,0.01,-0.00,1007.96,19.90,674,18.90,65535,65535,65535,65535,65535,0.00,19.92,1008.00,1231.10,0:24:3.799,6/1/2080,0,0,,,,,,,,,
-0.20,4.12,9.30,20.18,-27.36,-24.49,0.14,0.00,0.01,1007.95,19.90,674,18.90,65535,65535,65535,65535,65535,0.00,19.91,1007.55,1230.55,0:24:4.799,6/1/2080,0,0,,,,,,,,,
-0.24,3.96,9.34,20.18,-27.18,-24.49,0.18,-0.00,-0.00,1007.94,19.90,674,18.90,65535,65535,65535,65535,65535,0.00,19.92,1007.98,1231.08,0:24:5.799,6/1/2080,0,0,,,,,,,,,
0.16,3.30,9.61,18.55,-24.91,-27.55,-0.10,-0.32,0.05,1007.97,21.50,673,18.86,65535,65535,65535,65535,65535,0.00,21.46,1012.07,1236.07,0:24:7.799,6/1/2080,0,0,,,,,,,,,
0.20,0.78,10.94,19.18,-13.73,-33.16,0.63,0.29,0.54,1007.51,21.50,673,18.86,65535,65535,65535,65535,65535,0.00,21.46,1012.07,1236.07,0:24:8.799,6/1/2080,0,0,,,,,,,,,
0.24,2.08,10.43,21.64,-14.91,-31.22,0.23,0.00,-0.06,1012.09,21.50,673,18.86,65535,65535,65535,65535,65535,0.00,21.48,1012.47,1236.57,0:24:9.799,6/1/2080,0,0,,,,,,,,,
-0.35,1.53,10.16,21.45,-14.64,-31.12,0.13,0.00,-0.04,1012.04,21.50,674,18.90,65535,65535,65535,65535,65535,0.00,21.46,1012.08,1236.09,0:24:10.799,6/1/2080,0,0,,,,,,,,,
-0.24,1.49,9.85,21.09,-14.18,-31.53,0.15,0.02,0.01,1012.42,21.50,673,18.86,65535,65535,65535,65535,65535,0.00,21.46,1012.25,1236.30,0:24:11.799,6/1/2080,0,0,,,,,,,,,
-0.12,1.41,10.24,21.00,-14.82,-31.63,0.19,0.00,0.05,1012.38,21.50,673,18.86,65535,65535,65535,65535,65535,0.00,21.48,1012.39,1236.47,0:24:12.799,6/1/2080,0,0,,,,,,,,,
-1.06,1.80,10.08,23.27,-15.73,-29.80,0.16,0.08,0.09,1012.33,21.50,674,18.90,65535,65535,65535,65535,65535,0.00,21.56,1012.52,1236.63,0:24:13.799,6/1/2080,0,0,,,,,,,,,
-1.18,1.29,10.04,24.18,-15.00,-29.29,0.10,0.03,-0.02,1012.31,21.60,674,18.90,65535,65535,65535,65535,65535,0.00,21.56,1012.52,1236.63,0:24:14.799,6/1/2080,0,0,,,,,,,,,
-1.22,1.22,10.12,23.64,-15.00,-29.39,0.17,-0.00,0.09,1012.29,21.60,674,18.90,65535,65535,65535,65535,65535,0.00,21.57,1012.41,1236.49,0:24:15.799,6/1/2080,0,0,,,,,,,,,
-1.06,0.86,10.08,23.82,-14.55,-29.80,0.13,0.03,-0.14,1012.29,21.60,673,18.86,65535,65535,65535,65535,65535,0.00,21.59,1012.45,1236.54,0:24:16.799,6/1/2080,0,0,,,,,,,,,
-1.37,0.78,9.85,25.18,-11.64,-29.18,0.15,-0.04,0.08,1012.50,21.60,671,18.78,65535,65535,65535,65535,65535,0.00,21.56,1011.83,1235.78,0:24:18.799,6/1/2080,0,0,,,,,,,,,
-0.94,0.90,10.12,23.91,-12.82,-30.20,0.19,0.02,0.02,1012.36,21.60,669,18.70,65535,65535,65535,65535,35108,0.00,21.61,1012.52,1236.63,0:24:19.799,6/1/2080,0,0,,,,,,,,,
-1.10,0.63,10.28,24.36,-12.73,-29.59,0.30,0.01,0.07,1012.47,21.60,673,18.86,65535,65535,65535,65535,65535,0.00,21.57,1011.85,1235.80,0:24:20.799,6/1/2080,0,0,,,,,,,,,
-1.14,0.39,10.24,25.82,-10.09,-29.69,0.14,0.13,0.27,1012.47,21.60,670,18.74,65535,65535,65535,65535,65535,0.00,21.61,1011.92,1235.89,0:24:21.799,6/1/2080,0,0,,,,,,,,,
-1.45,0.20,10.16,26.27,-11.73,-28.57,0.08,0.04,-0.09,1011.76,21.60,673,18.86,65535,65535,65535,65535,65535,0.00,21.61,1011.92,1235.90,0:24:22.799,6/1/2080,0,0,,,,,,,,,
-1.84,0.67,9.85,26.00,-11.82,-29.08,0.17,-0.03,-0.02,1011.92,21.60,673,18.86,65535,65535,65535,65535,65535,0.00,21.46,1011.34,1235.19,0:24:23.799,6/1/2080,0,0,,,,,,,,,
-1.61,0.51,10.12,25.64,-11.18,-28.98,0.16,0.00,-0.00,1011.83,21.50,673,18.86,65535,65535,65535,65535,65535,0.00,21.47,1011.37,1235.23,0:24:24.799,6/1/2080,0,0,,,,,,,,,
-1.41,0.59,10.16,25.55,-11.09,-29.18,0.16,0.00,-0.01,1011.78,21.50,670,18.74,65535,65535,65535,65535,65535,0.00,21.46,1011.36,1235.21,0:24:25.799,6/1/2080,0,0,,,,,,,,,
-1.33,0.43,10.24,25.55,-10.64,-29.39,0.19,0.00,0.01,1011.43,21.50,669,18.70,29340,42087,44162,30222,10222,8127.45,21.46,1011.34,1235.19,0:24:26.799,6/1/2080,0,0,,,,,,,,,
-1.33,0.43,10.12,25.36,-10.64,-29.39,0.16,0.01,-0.02,1011.40,21.50,673,18.86,65535,65535,65535,65535,65535,0.00,21.47,1011.43,1235.29,0:24:27.799,6/1/2080,0,0,,,,,,,,,
-1.33,0.59,10.12,25.64,-10.55,-29.59,0.23,-0.04,-0.02,1011.37,21.50,673,18.86,65535,65535,65535,65535,65535,0.00,21.51,1011.32,1235.16,0:24:29.799,6/1/2080,0,0,,,,,,,,,
-0.86,-0.51,8.04,24.82,-10.64,-30.51,-0.17,-0.04,-0.55,1011.36,21.50,673,18.86,65535,65535,65535,65535,65535,0.00,21.52,1011.30,1235.14,0:24:30.799,6/1/2080,0,0,,,,,,,,,
-0.90,2.16,10.36,26.36,-8.73,-29.69,0.03,-0.05,-0.07,1011.36,21.50,669,18.70,65535,65535,65535,65535,65535,0.00,21.51,1011.29,1235.12,0:24:31.799,6/1/2080,0,0,,,,,,,,,
-0.82,1.88,8.98,23.91,-4.45,-31.73,-0.20,0.11,0.28,1011.37,21.50,669,18.70,65535,65535,65535,65535,65535,0.00,21.51,1011.26,1235.08,0:24:32.799,6/1/2080,0,0,,,,,,,,,
-0.78,1.69,9.89,25.36,-7.00,-30.51,0.12,0.00,-0.10,1011.33,21.50,669,18.70,65535,65535,65535,65535,65535,0.00,21.53,1011.31,1235.15,0:24:33.799,6/1/2080,0,0,,,,,,,,,
-0.86,1.49,10.08,25.09,-7.45,-30.82,0.18,0.03,0.02,1011.29,21.60,670,18.74,65535,65535,65535,65535,65535,0.00,21.56,1011.41,1235.27,0:24:34.799,6/1/2080,0,0,,,,,,,,,
-0.75,1.45,10.00,24.82,-7.73,-30.71,0.14,0.04,0.04,1011.33,21.60,670,18.74,65535,65535,65535,65535,65535,0.00,21.57,1011.45,1235.31,0:24:35.799,6/1/2080,0,0,,,,,,,,,
-0.63,1.61,10.00,24.55,-7.82,-30.92,0.17,-0.02,-0.01,1011.41,21.60,669,18.70,65535,65535,65535,65535,65535,0.00,21.60,1011.76,1235.70,0:24:36.799,6/1/2080,0,0,,,,,,,,,
-0.98,1.53,10.16,24.55,-10.00,-30.61,0.15,-0.02,0.06,1011.49,21.60,670,18.74,65535,65535,65535,65535,65535,0.00,21.61,1011.80,1235.75,0:24:37.799,6/1/2080,0,0,,,,,,,,,
-0.75,1.49,10.20,24.09,-10.09,-30.61,0.16,0.01,0.02,1011.68,21.60,669,18.70,65535,65535,65535,65535,65535,0.00,21.63,1011.88,1235.84,0:24:38.799,6/1/2080,0,0,,,,,,,,,
-0.59,1.53,10.12,24.64,-9.91,-30.31,0.19,0.02,-0.04,1011.80,21.60,670,18.74,65535,65535,65535,65535,65535,0.00,21.65,1011.91,1235.89,0:24:40.799,6/1/2080,0,0,,,,,,,,,
-0.75,1.37,9.96,24.55,-9.00,-30.92,0.16,-0.02,-0.09,1011.80,21.50,669,18.70,65535,65535,65535,65535,65535,0.00,21.47,1011.38,1235.23,0:24:41.799,6/1/2080,0,0,,,,,,,,,
-0.75,1.26,10.12,24.73,-8.82,-31.02,0.17,0.00,0.01,1011.87,21.50,669,18.70,65535,65535,65535,65535,65535,0.00,21.46,1011.11,1234.90,0:24:42.799,6/1/2080,0,0,,,,,,,,,
-0.82,1.49,10.12,24.55,-8.45,-31.02,0.16,0.01,0.02,1011.92,21.50,670,18.74,65535,65535,65535,65535,65535,0.00,21.46,1011.13,1234.93,0:24:43.799,6/1/2080,0,0,,,,,,,,,
-0.75,1.29,10.20,24.64,-8.64,-30.82,0.18,-0.00,0.00,1011.86,21.50,669,18.70,65535,65535,65535,65535,65535,0.00,21.46,1011.25,1235.08,0:24:44.799,6/1/2080,0,0,,,,,,,,,
-0.82,1.41,10.12,24.45,-8.45,-30.82,0.17,0.01,0.02,1011.14,21.50,670,18.74,65535,65535,65535,65535,65535,0.00,21.46,1011.18,1234.99,0:24:45.799,6/1/2080,0,0,,,,,,,,,
-0.78,1.49,10.20,24.36,-8.73,-31.02,0.17,0.00,0.01,1011.10,21.50,669,18.66,65535,65535,65535,65535,65535,0.00,21.47,1011.12,1234.92,0:24:46.799,6/1/2080,0,0,,,,,,,,,
-1.80,0.04,9.45,29.00,-7.73,-26.94,-0.15,-0.09,-0.16,1011.21,21.50,669,18.70,65535,65535,65535,65535,65535,0.00,21.47,1011.15,1234.96,0:24:47.799,6/1/2080,0,0,,,,,,,,,
0.94,0.08,11.34,15.55,-8.09,-37.04,-0.07,-0.11,0.03,1011.30,21.50,670,18.74,65535,65535,65535,65535,65535,0.00,21.46,1011.10,1234.90,0:24:48.799,6/1/2080,0,0,,,,,,,,,
-1.33,0.55,9.96,25.73,-7.18,-30.61,0.38,0.03,-0.19,1011.11,21.50,673,18.86,65535,65535,65535,65535,65535,0.00,21.47,1010.40,1234.04,0:24:49.799,6/1/2080,0,0,,,,,,,,,
-0.20,0.98,11.02,21.91,-8.64,-33.06,0.47,-0.01,0.14,1010.32,21.50,669,18.70,65535,65535,65535,65535,65535,0.00,21.46,1010.20,1233.80,0:24:51.799,6/1/2080,0,0,,,,,,,,,
-1.61,0.24,10.63,22.55,-14.73,-30.61,-0.28,-0.00,0.29,1010.30,21.50,673,18.86,65535,65535,65535,65535,65535,0.00,21.48,1010.34,1233.97,0:24:52.799,6/1/2080,0,0,,,,,,,,,
-2.47,-0.59,9.96,26.45,-5.55,-30.20,0.11,-0.12,-0.28,1010.23,21.50,673,18.86,65535,65535,65535,65535,65535,0.00,21.47,1010.21,1233.81,0:24:53.799,6/1/2080,0,0,,,,,,,,,
-0.08,-2.08,10.40,20.73,-2.00,-34.49,0.22,0.34,-0.53,1010.23,21.50,671,18.78,65535,65535,65535,65535,65535,0.00,21.47,1010.18,1233.77,0:24:54.799,6/1/2080,0,0,,,,,,,,,
-0.67,-2.24,9.45,25.18,2.36,-31.12,0.20,-0.29,0.27,1010.27,21.50,670,18.74,65535,65535,65535,65535,65535,0.00,21.46,1010.16,1233.74,0:24:55.799,6/1/2080,0,0,,,,,,,,,
-1.10,-2.08,12.51,16.73,-0.45,-37.24,-0.81,0.10,-0.77,1010.28,21.50,669,18.70,65535,65535,65535,65535,65535,0.00,21.48,1010.34,1233.96,0:24:56.799,6/1/2080,0,0,,,,,,,,,
0.35,-4.47,9.96,20.82,15.00,-31.43,-0.37,0.15,-0.38,1010.19,21.70,670,18.74,65535,65535,65535,65535,65535,0.00,21.66,1010.84,1234.57,0:24:57.799,6/1/2080,0,0,,,,,,,,,
-0.94,-6.32,7.18,22.55,19.00,-27.86,-0.20,0.21,0.10,1010.22,21.70,675,18.94,65535,65535,65535,65535,65535,0.00,21.66,1010.76,1234.47,0:24:58.799,6/1/2080,0,0,,,,,,,,,
0.78,-4.82,9.92,16.82,11.18,-35.20,0.27,-0.09,-0.15,1010.37,21.70,669,18.70,65535,65535,65535,65535,65535,0.00,21.66,1010.87,1234.61,0:24:59.799,6/1/2080,0,0,,,,,,,,,
